icd_code,long_title
W901XXS,"Exposure to infrared radiation, sequela"
W902,Exposure to laser radiation
W902XXA,"Exposure to laser radiation, initial encounter"
W902XXD,"Exposure to laser radiation, subsequent encounter"
W902XXS,"Exposure to laser radiation, sequela"
W908,Exposure to other nonionizing radiation
W908XXA,"Exposure to other nonionizing radiation, initial encounter"
W908XXD,"Exposure to other nonionizing radiation, subsequent encounter"
W908XXS,"Exposure to other nonionizing radiation, sequela"
W92,Exposure to excessive heat of man-made origin
W92XXXA,"Exposure to excessive heat of man-made origin, initial encounter"
W92XXXD,"Exposure to excessive heat of man-made origin, subsequent encounter"
W92XXXS,"Exposure to excessive heat of man-made origin, sequela"
W93,Exposure to excessive cold of man-made origin
W930,Contact with or inhalation of dry ice
W9301,Contact with dry ice
W9301XA,"Contact with dry ice, initial encounter"
W9301XD,"Contact with dry ice, subsequent encounter"
W9301XS,"Contact with dry ice, sequela"
W9302,Inhalation of dry ice
W9302XA,"Inhalation of dry ice, initial encounter"
W9302XD,"Inhalation of dry ice, subsequent encounter"
W9302XS,"Inhalation of dry ice, sequela"
W931,Contact with or inhalation of liquid air
W9311,Contact with liquid air
W9311XA,"Contact with liquid air, initial encounter"
W9311XD,"Contact with liquid air, subsequent encounter"
W9311XS,"Contact with liquid air, sequela"
W9312,Inhalation of liquid air
W9312XA,"Inhalation of liquid air, initial encounter"
W9312XD,"Inhalation of liquid air, subsequent encounter"
W9312XS,"Inhalation of liquid air, sequela"
W932,Prolonged exposure in deep freeze unit or refrigerator
W932XXA,"Prolonged exposure in deep freeze unit or refrigerator, initial encounter"
W932XXD,"Prolonged exposure in deep freeze unit or refrigerator, subsequent encounter"
W932XXS,"Prolonged exposure in deep freeze unit or refrigerator, sequela"
W938,Exposure to other excessive cold of man-made origin
W938XXA,"Exposure to other excessive cold of man-made origin, initial encounter"
W938XXD,"Exposure to other excessive cold of man-made origin, subsequent encounter"
W938XXS,"Exposure to other excessive cold of man-made origin, sequela"
W94,Exposure to high and low air pressure and changes in air pressure
W940,Exposure to prolonged high air pressure
W940XXA,"Exposure to prolonged high air pressure, initial encounter"
W940XXD,"Exposure to prolonged high air pressure, subsequent encounter"
W940XXS,"Exposure to prolonged high air pressure, sequela"
W941,Exposure to prolonged low air pressure
W9411,Exposure to residence or prolonged visit at high altitude
W9411XA,"Exposure to residence or prolonged visit at high altitude, initial encounter"
W9411XD,"Exposure to residence or prolonged visit at high altitude, subsequent encounter"
W9411XS,"Exposure to residence or prolonged visit at high altitude, sequela"
W9412,Exposure to other prolonged low air pressure
W9412XA,"Exposure to other prolonged low air pressure, initial encounter"
W9412XD,"Exposure to other prolonged low air pressure, subsequent encounter"
W9412XS,"Exposure to other prolonged low air pressure, sequela"
W942,Exposure to rapid changes in air pressure during ascent
W9421,Exposure to reduction in atmospheric pressure while surfacing from deep-water diving
W9421XA,"Exposure to reduction in atmospheric pressure while surfacing from deep-water diving, initial encounter"
W9421XD,"Exposure to reduction in atmospheric pressure while surfacing from deep-water diving, subsequent encounter"
W9421XS,"Exposure to reduction in atmospheric pressure while surfacing from deep-water diving, sequela"
W9422,Exposure to reduction in atmospheric pressure while surfacing from underground
W9422XA,"Exposure to reduction in atmospheric pressure while surfacing from underground, initial encounter"
W9422XD,"Exposure to reduction in atmospheric pressure while surfacing from underground, subsequent encounter"
W9422XS,"Exposure to reduction in atmospheric pressure while surfacing from underground, sequela"
W9423,Exposure to sudden change in air pressure in aircraft during ascent
W9423XA,"Exposure to sudden change in air pressure in aircraft during ascent, initial encounter"
W9423XD,"Exposure to sudden change in air pressure in aircraft during ascent, subsequent encounter"
W9423XS,"Exposure to sudden change in air pressure in aircraft during ascent, sequela"
W9429,Exposure to other rapid changes in air pressure during ascent
W9429XA,"Exposure to other rapid changes in air pressure during ascent, initial encounter"
W9429XD,"Exposure to other rapid changes in air pressure during ascent, subsequent encounter"
W9429XS,"Exposure to other rapid changes in air pressure during ascent, sequela"
W943,Exposure to rapid changes in air pressure during descent
W9431,Exposure to sudden change in air pressure in aircraft during descent
W9431XA,"Exposure to sudden change in air pressure in aircraft during descent, initial encounter"
W9431XD,"Exposure to sudden change in air pressure in aircraft during descent, subsequent encounter"
W9431XS,"Exposure to sudden change in air pressure in aircraft during descent, sequela"
W9432,Exposure to high air pressure from rapid descent in water
W9432XA,"Exposure to high air pressure from rapid descent in water, initial encounter"
W9432XD,"Exposure to high air pressure from rapid descent in water, subsequent encounter"
W9432XS,"Exposure to high air pressure from rapid descent in water, sequela"
W9439,Exposure to other rapid changes in air pressure during descent
W9439XA,"Exposure to other rapid changes in air pressure during descent, initial encounter"
W9439XD,"Exposure to other rapid changes in air pressure during descent, subsequent encounter"
W9439XS,"Exposure to other rapid changes in air pressure during descent, sequela"
W99,Exposure to other man-made environmental factors
W99XXXA,"Exposure to other man-made environmental factors, initial encounter"
W99XXXD,"Exposure to other man-made environmental factors, subsequent encounter"
W99XXXS,"Exposure to other man-made environmental factors, sequela"
X00,Exposure to uncontrolled fire in building or structure
X000,Exposure to flames in uncontrolled fire in building or structure
X000XXA,"Exposure to flames in uncontrolled fire in building or structure, initial encounter"
X000XXD,"Exposure to flames in uncontrolled fire in building or structure, subsequent encounter"
X000XXS,"Exposure to flames in uncontrolled fire in building or structure, sequela"
X001,Exposure to smoke in uncontrolled fire in building or structure
X001XXA,"Exposure to smoke in uncontrolled fire in building or structure, initial encounter"
X001XXD,"Exposure to smoke in uncontrolled fire in building or structure, subsequent encounter"
X001XXS,"Exposure to smoke in uncontrolled fire in building or structure, sequela"
X002,Injury due to collapse of burning building or structure in uncontrolled fire
X002XXA,"Injury due to collapse of burning building or structure in uncontrolled fire, initial encounter"
X002XXD,"Injury due to collapse of burning building or structure in uncontrolled fire, subsequent encounter"
X002XXS,"Injury due to collapse of burning building or structure in uncontrolled fire, sequela"
X003,Fall from burning building or structure in uncontrolled fire
X003XXA,"Fall from burning building or structure in uncontrolled fire, initial encounter"
X003XXD,"Fall from burning building or structure in uncontrolled fire, subsequent encounter"
X003XXS,"Fall from burning building or structure in uncontrolled fire, sequela"
X004,Hit by object from burning building or structure in uncontrolled fire
X004XXA,"Hit by object from burning building or structure in uncontrolled fire, initial encounter"
X004XXD,"Hit by object from burning building or structure in uncontrolled fire, subsequent encounter"
X004XXS,"Hit by object from burning building or structure in uncontrolled fire, sequela"
X005,Jump from burning building or structure in uncontrolled fire
X005XXA,"Jump from burning building or structure in uncontrolled fire, initial encounter"
X005XXD,"Jump from burning building or structure in uncontrolled fire, subsequent encounter"
X005XXS,"Jump from burning building or structure in uncontrolled fire, sequela"
X008,Other exposure to uncontrolled fire in building or structure
X008XXA,"Other exposure to uncontrolled fire in building or structure, initial encounter"
X008XXD,"Other exposure to uncontrolled fire in building or structure, subsequent encounter"
X008XXS,"Other exposure to uncontrolled fire in building or structure, sequela"
X01,"Exposure to uncontrolled fire, not in building or structure"
X010,"Exposure to flames in uncontrolled fire, not in building or structure"
X010XXA,"Exposure to flames in uncontrolled fire, not in building or structure, initial encounter"
X010XXD,"Exposure to flames in uncontrolled fire, not in building or structure, subsequent encounter"
X010XXS,"Exposure to flames in uncontrolled fire, not in building or structure, sequela"
X011,"Exposure to smoke in uncontrolled fire, not in building or structure"
X011XXA,"Exposure to smoke in uncontrolled fire, not in building or structure, initial encounter"
X011XXD,"Exposure to smoke in uncontrolled fire, not in building or structure, subsequent encounter"
X011XXS,"Exposure to smoke in uncontrolled fire, not in building or structure, sequela"
X013,"Fall due to uncontrolled fire, not in building or structure"
X013XXA,"Fall due to uncontrolled fire, not in building or structure, initial encounter"
X013XXD,"Fall due to uncontrolled fire, not in building or structure, subsequent encounter"
X013XXS,"Fall due to uncontrolled fire, not in building or structure, sequela"
X014,"Hit by object due to uncontrolled fire, not in building or structure"
X014XXA,"Hit by object due to uncontrolled fire, not in building or structure, initial encounter"
X014XXD,"Hit by object due to uncontrolled fire, not in building or structure, subsequent encounter"
X014XXS,"Hit by object due to uncontrolled fire, not in building or structure, sequela"
X018,"Other exposure to uncontrolled fire, not in building or structure"
X018XXA,"Other exposure to uncontrolled fire, not in building or structure, initial encounter"
X018XXD,"Other exposure to uncontrolled fire, not in building or structure, subsequent encounter"
X018XXS,"Other exposure to uncontrolled fire, not in building or structure, sequela"
X02,Exposure to controlled fire in building or structure
X020,Exposure to flames in controlled fire in building or structure
X020XXA,"Exposure to flames in controlled fire in building or structure, initial encounter"
X020XXD,"Exposure to flames in controlled fire in building or structure, subsequent encounter"
X020XXS,"Exposure to flames in controlled fire in building or structure, sequela"
X021,Exposure to smoke in controlled fire in building or structure
X021XXA,"Exposure to smoke in controlled fire in building or structure, initial encounter"
X021XXD,"Exposure to smoke in controlled fire in building or structure, subsequent encounter"
X021XXS,"Exposure to smoke in controlled fire in building or structure, sequela"
X022,Injury due to collapse of burning building or structure in controlled fire
X022XXA,"Injury due to collapse of burning building or structure in controlled fire, initial encounter"
X022XXD,"Injury due to collapse of burning building or structure in controlled fire, subsequent encounter"
X022XXS,"Injury due to collapse of burning building or structure in controlled fire, sequela"
X023,Fall from burning building or structure in controlled fire
X023XXA,"Fall from burning building or structure in controlled fire, initial encounter"
X023XXD,"Fall from burning building or structure in controlled fire, subsequent encounter"
X023XXS,"Fall from burning building or structure in controlled fire, sequela"
X024,Hit by object from burning building or structure in controlled fire
X024XXA,"Hit by object from burning building or structure in controlled fire, initial encounter"
X024XXD,"Hit by object from burning building or structure in controlled fire, subsequent encounter"
X024XXS,"Hit by object from burning building or structure in controlled fire, sequela"
X025,Jump from burning building or structure in controlled fire
X025XXA,"Jump from burning building or structure in controlled fire, initial encounter"
X025XXD,"Jump from burning building or structure in controlled fire, subsequent encounter"
X025XXS,"Jump from burning building or structure in controlled fire, sequela"
X028,Other exposure to controlled fire in building or structure
X028XXA,"Other exposure to controlled fire in building or structure, initial encounter"
X028XXD,"Other exposure to controlled fire in building or structure, subsequent encounter"
X028XXS,"Other exposure to controlled fire in building or structure, sequela"
X03,"Exposure to controlled fire, not in building or structure"
X030,"Exposure to flames in controlled fire, not in building or structure"
X030XXA,"Exposure to flames in controlled fire, not in building or structure, initial encounter"
X030XXD,"Exposure to flames in controlled fire, not in building or structure, subsequent encounter"
X030XXS,"Exposure to flames in controlled fire, not in building or structure, sequela"
X031,"Exposure to smoke in controlled fire, not in building or structure"
X031XXA,"Exposure to smoke in controlled fire, not in building or structure, initial encounter"
